file,perplexity
HM011326.1,3.1337972
HM011327.1,3.1220329
HM011329.1,3.1323543
HM011330.1,3.1379104
HM011331.1,3.1371949
HM011332.1,3.1289756
HM011333.1,3.1357298
HM011335.1,3.1346855
HM011336.1,3.1331415
HM011337.1,3.1335638
HM011339.1,3.1277425
HM011340.1,3.1289175
HM011341.1,3.134491
HM011342.1,3.1303456
HM011343.1,3.131441
HM011344.1,3.1359744
HM011345.1,3.1230667
HM011346.1,3.1304452
HM011347.1,3.1395798
HM011348.1,3.1227086
HM011351.1,3.1332488
HM011352.1,3.1245134
HM011354.1,3.1339066
HM011355.1,3.1434104
HM011356.1,3.1310327
HM011359.1,3.1336515
HM011362.1,3.1234393
HM011365.1,3.1366522
HM011367.1,3.6716743
HM011368.1,3.6704848
HM011369.1,3.673494
HM011370.1,3.6778245
HM011371.1,3.6655908
HM011372.1,3.6806974
HM011373.1,3.6734369
HM011374.1,3.6700191
HM011375.1,3.672051
HM011376.1,3.6746426
HM011377.1,3.6710873
HM011378.1,3.6715534
HM011379.1,3.6642032
HM011380.1,3.6803465
HM011382.1,3.6724765
HM011384.1,3.6889217
HM011385.1,3.6838834
HM011386.1,3.667573
HM011387.1,3.6738935
HM011389.1,3.6781635
HM011390.1,3.675544
HM011392.1,3.6672928
HM011393.1,3.6852663
HM011395.1,3.6749167
HM011397.1,3.6864252
HM011398.1,3.6773129
HM011399.1,3.6890247
HM011400.1,3.6615934
HM011401.1,3.6718152
HM011405.1,3.6772258
HM011407.1,3.6726513
HM011408.1,3.6754868
HM011409.1,3.6688988
HM011411.1,3.6790764
HM011413.1,3.680582
HM011415.1,3.6724644
HM011418.1,3.6676412
HM011419.1,3.6844466
HM011422.1,3.6665387
HM011423.1,3.673764
HM011426.1,3.6798959
HM011427.1,3.6807554
HM011428.1,3.6872976
HM450677.1,3.1375453
HM584913.1,3.5400193
HM585496.2,3.1956809
HM585497.2,3.1956298
HM585498.2,3.1967275
HM585499.2,3.1945739
HM585500.2,3.1945376
HM585501.2,3.1914775
HM585502.2,3.1936097
HM585503.2,3.1965187
HM585504.2,3.1962862
HM585505.2,3.1961112
HM585506.2,3.1946006
HM585507.2,3.190264
HM585508.2,3.1684577
HM585509.2,3.1853147
HM585510.2,3.1868784
HM585511.2,3.175642
HM585512.2,3.1839056
HM585513.2,3.189263
HM585514.2,3.200323
HM585515.2,3.2000809
HQ123046.1,3.7051795
HQ123047.1,3.7214909
HQ123048.1,3.7191908
HQ123049.1,3.7301207
HQ123050.1,3.7114747
HQ123051.1,3.7422137
HQ123053.1,3.7200067
HQ123055.1,3.7277408
HQ123056.1,3.7104797
HQ123059.1,3.7351189
HQ123062.1,3.7091002
HQ123063.1,3.517177
HQ123064.1,3.5123138
HQ123069.1,3.513519
HQ123070.1,3.5119421
HQ123071.1,3.517381
HQ123074.1,3.5202606
HQ123076.1,3.508682
HQ123083.1,3.5655382
HQ123085.1,3.510123
HQ123088.1,2.7409115
HQ123089.1,2.7648199
HQ123090.1,2.7386389
HQ123091.1,2.7449968
HQ123092.1,2.7427754
HQ123093.1,2.737554
HQ123094.1,2.7472396
HQ123095.1,2.773128
HQ123096.1,2.750467
HQ123098.1,2.746067
HQ123099.1,2.747642
HQ123100.1,2.7534182
HQ123101.1,2.7451732
HQ123102.1,2.759677
HQ123104.1,2.7418847
HQ123105.1,2.6483703
HQ123106.1,2.639813
HQ123107.1,2.6513674
HQ123108.1,2.6327918
HQ123109.1,2.6457608
HQ123112.1,2.6447523
HQ123114.1,2.6382804
HQ123117.1,2.6359878
HQ123119.1,2.6553116
HQ123120.1,2.6369505
HQ123121.1,2.6399984
HQ123122.1,2.6348393
HQ123124.1,2.6417997
HQ123125.1,2.6354978
HQ123126.1,2.6445756
HQ123127.1,2.6538692
HQ123129.1,2.640644
HQ123130.1,3.514852
HQ123131.1,3.5124018
HQ123132.1,3.512888
HQ123134.1,3.556842
HQ123135.1,3.5468397
HQ123137.1,3.5364187
HQ123138.1,3.545261
HQ123139.1,3.5582404
HQ123141.1,3.603493
HQ123143.1,3.5035799
HQ123144.1,2.746537
HQ123145.1,2.7486594
HQ123146.1,2.7572117
HQ123147.1,2.7371686
HQ123148.1,2.7459538
HQ123149.1,2.7563927
HQ123150.1,2.7558575
HQ123151.1,2.7448757
HQ123152.1,2.7539759
HQ123153.1,2.7603648
HQ123154.1,3.7742264
HQ123155.1,3.7509396
HQ123157.1,3.7465167
HQ123158.1,3.7948277
HQ123160.1,3.782039
HQ123161.1,3.7692442
HQ123163.1,3.7889752
HQ123165.1,2.6419017
HQ123166.1,2.640693
HQ123167.1,2.6461642
HQ123168.1,2.6372676
HQ123169.1,2.6391518
HQ123170.1,2.6408792
HQ123171.1,2.6447053
HQ123172.1,2.643649
HQ123173.1,2.6414917
HQ123174.1,2.6534147
HQ123175.1,2.6440227
HQ123177.1,2.6442409
HQ123178.1,3.7722504
HQ123179.1,2.7521155
HQ667768.1,3.7131226
HQ667769.1,3.7202392
HQ667770.1,3.709378
HQ667771.1,3.708489
HQ667772.1,3.7094045
HQ667773.1,3.7141595
HQ667774.1,3.7071588
HQ667775.1,3.7209923
HQ667777.1,3.7151315
HQ667778.1,3.7195282
HQ667779.1,3.7141736
HQ667780.1,3.710094
HQ667781.1,3.711011
HQ667782.1,3.7219136
HQ685966.1,3.7192223
HQ685967.1,3.7043638
HQ685973.1,3.736071
HQ685974.1,3.7177825
HQ685975.1,3.7308583
HQ685976.1,3.7262075
HQ685977.1,3.7380896
HQ685978.1,3.7392573
HQ685979.1,3.7392907
HQ685980.1,3.7393625
HQ685981.1,3.7426448
HQ685982.1,3.7506793
HQ685983.1,3.7225628
HQ685985.1,3.7333045
HQ685986.1,3.7471268
HQ685987.1,3.737545
HQ685988.1,3.7474833
HQ685989.1,3.7391272
HQ685990.1,3.7620065
HQ685991.1,3.7368228
HQ685992.1,3.7342298
HQ685993.1,3.720381
HQ685994.1,3.7271066
HQ685995.1,3.7149127
HQ685996.1,3.7151031
HQ685997.2,3.7292385
HQ685998.2,3.7285123
HQ685999.2,3.7215724
HQ686000.2,3.7204843
HQ686001.2,3.7167876
HQ686003.1,3.7363636
HQ686004.1,3.7310221
HQ686005.1,3.7383633
HQ686006.1,3.7311459
HQ686007.1,3.745335
HQ686008.1,3.7408967
HQ686009.1,3.7392612
HQ686010.1,3.739078
HQ686011.1,3.7310073
HQ686012.1,3.7343109
HQ686013.1,3.7425275
HQ686014.1,3.7360866
HQ686015.1,3.7290852
HQ686016.1,3.778867
HQ686017.1,3.7869673
HQ686018.1,3.7490754
HQ686019.1,3.739807
HQ686020.1,3.7373428
HQ686021.1,3.7423544
HQ686023.1,3.7014122
HQ686024.1,3.7047074
HQ686025.1,3.702099
HQ686026.1,3.723118
HQ686027.1,3.7061195
HQ686028.1,3.6997828
HQ686029.1,3.7081313
HQ686030.1,3.7079642
HQ686031.1,3.7059813
HQ686033.1,3.69681
HQ686034.1,3.7043784
HQ686035.1,3.7029524
HQ686036.1,3.6918344
HQ686037.1,3.6966748
HQ686038.1,3.7087882
HQ707582.1,3.738082
HQ707583.1,3.7471943
HQ707584.1,3.7529447
HQ707585.1,3.783721
HQ707586.1,3.751546
HQ707587.1,3.742441
HQ707589.1,3.728585
HQ707590.1,3.727918
HQ707591.1,3.7324355
HQ707592.1,3.7228365
HQ707593.1,3.7399273
HQ707594.1,3.724404
HQ707595.1,3.742038
HQ707596.1,3.7305605
HQ707597.1,3.7281282
HQ707598.1,3.76437
HQ707599.1,3.7269485
HQ707600.1,3.7320924
HQ707602.1,3.7326958
HQ707603.1,3.7429178
HQ707604.1,3.739766
HQ707605.1,3.7414055
HQ707606.1,3.744483
HQ707607.1,3.739757
HQ707608.1,3.729134
HQ707609.1,3.7344525
HQ707611.1,3.7406595
HQ707612.1,3.757322
HQ707613.1,3.7820086
HQ707614.1,3.7609417
HQ707615.1,3.7665954
HQ707616.1,3.7546303
HQ707617.1,3.742144
HQ707618.1,3.752834
HQ707619.1,3.7507818
HQ707620.1,3.7570038
HQ707621.1,3.7283096
HQ707622.1,3.7278535
HQ707623.1,3.733661
HQ707624.1,3.7316685
HQ707625.1,3.7510755
HQ707626.1,3.7304835
HQ707627.1,3.7264628
HQ707628.1,3.7258134
HQ707629.1,3.7275846
HQ707631.1,3.7319572
HQ707632.1,3.73573
HQ707633.1,3.7572062
HQ707634.1,3.7281122
HQ707635.1,3.735555
HQ707636.1,3.7294457
HQ707637.1,3.7323318
HQ707638.1,3.7308624
HQ707639.1,3.7332053
HQ707640.1,3.7277553
HQ707641.1,3.7300029
HQ707643.1,3.7436848
HQ833203.1,3.712565
JF810707.1,3.6046567
JF810715.1,3.5824208
JF810722.1,3.5865417
JF810725.1,3.587249
JF810728.1,3.5773766
JF810731.1,3.591527
JF810735.1,3.5862322
JF810737.1,3.589365
JF810738.1,3.5832934
JF810742.1,3.5893562
JF810743.1,3.574077
JF810744.1,3.633048
JF810747.1,3.5896723
JF810752.1,3.58959
JF810755.1,3.5955439
JF810756.1,3.587249
JF810757.1,3.5845306
JF810759.1,3.58503
JF810764.1,3.589965
JF810769.1,3.5856571
JF810770.1,3.7734473
JF810771.1,3.7321506
JF810772.1,3.743713
JF810773.1,3.753199
JF810774.1,3.7485812
JF810775.1,3.7682984
JF810776.1,3.7607286
JF810778.1,3.7731266
JF810779.1,3.735948
JF810781.1,3.7289464
JF810783.1,3.7708778
JF810785.1,3.7539895
JF810786.1,3.7727137
JF810787.1,3.7696943
JF810788.1,3.7356663
JF810791.1,3.76415
JF810792.1,3.743767
JF810793.1,3.7609124
JF810795.1,3.7674959
JF810796.1,3.7689862
JF810797.1,3.7757578
JF810798.1,3.7421148
JF810799.1,3.7497668
JF810800.1,3.7574327
JF810801.1,3.7576656
JF810805.1,3.766327
JF810806.1,3.7438853
JF810807.1,3.7566109
JF810808.1,3.7511573
JF810810.1,3.7583725
JF810811.1,3.7427866
JF810812.1,3.7471635
JF810814.1,3.7750094
JF810817.1,3.7812643
JF810818.1,3.7571752
JF810819.1,3.7466784
JF810820.1,3.7970147
JF810822.1,3.7594705
JF810823.1,3.7501361
JN181118.1,3.6968467
JN181119.1,3.6962628
JN181120.1,3.6864033
JN181121.1,3.687209
JN181122.1,3.6690202
JN181123.1,3.688392
JN181124.1,3.7143157
JN181125.1,3.6914856
JN181126.1,3.704983
JN181127.1,3.675036
JN181129.1,3.6797235
JN181130.1,3.6957135
JN181131.1,3.6888273
JN181132.1,3.7009964
JN181133.1,3.6973624
JN181134.1,3.6764643
JN181135.1,3.6941726
JN181136.1,3.6929731
JN181138.1,3.696291
JN181140.1,3.6879945
JN181141.1,3.6825733
JN181143.1,3.7163095
JN191624.1,3.7435448
JN400093.1,3.2108183
JN415117.1,3.7616796
JN415121.1,3.5090554
JN415123.1,3.450689
JN415124.1,3.5344555
JN415125.1,3.4934542
JN415126.1,3.477071
JN420337.1,3.1968398
JN420338.1,3.2052696
JN420339.1,3.2034147
JN420340.1,3.209223
JN420341.1,3.2039483
JN420342.2,3.1788983
JN712694.1,3.4184334
JN712695.1,3.4261749
JN712696.1,3.4237592
JN712697.1,3.4614408
JN712698.1,3.43169
JN712699.1,3.4352279
JN712700.1,3.4141214
JN712701.1,3.4359639
JN712702.1,3.3985257
JN712703.1,3.439499
JN712704.1,3.415735
JN712705.1,3.4455726
JN712706.1,3.4518726
JN712707.1,3.4092772
JN712708.1,3.4092705
JN712709.1,3.4284136
JN712710.1,3.4333365
JN712711.1,3.4243543
JN712712.1,3.4052901
JN712713.1,3.4434502
JN712714.1,3.4296398
JN712715.1,3.4172506
JN712716.1,3.4103959
JN712717.1,3.4340107
JN712718.1,3.4344406
JQ320079.1,3.7258627
JQ320080.1,3.120581
JQ320081.1,3.716914
JQ320082.1,3.8266053
JQ352101.1,2.7453163
JQ352102.1,2.7579088
JQ352103.1,2.7540846
JQ352104.1,2.7647913
JQ352105.1,2.7422166
JQ352106.1,2.749552
JQ352107.1,2.7459004
JQ352108.1,2.7536166
JQ352109.1,2.7528384
JQ352110.1,2.7490253
JQ352111.1,2.747945
JQ352112.1,2.7484353
JQ352113.1,2.7436924
JQ352114.1,2.7434025
JQ352115.1,2.7595513
JQ352116.1,2.7508113
JQ352117.1,2.7620215
JQ352118.1,2.7617986
JQ352119.1,2.7542508
JQ352120.1,2.7588437
JQ352122.1,2.748247
JQ352123.1,2.7447948
JQ352124.1,2.7567492
JQ352125.1,2.759245
JQ352126.1,2.7469149
JQ352127.1,2.7499385
JQ352128.1,2.7453594
JQ352129.1,2.7443237
JQ352130.1,2.763468
JQ352131.1,2.7554388
JQ352132.1,2.7505214
JQ352133.1,2.7444239
JQ352134.1,2.7541509
JQ352135.1,2.7463076
JQ352138.1,2.7512918
JQ352139.1,2.7512255
JQ352141.1,2.7458003
JQ352142.1,2.7464063
JQ352143.1,2.7364655
JQ352144.1,2.7445092
JQ352145.1,2.7525132
JQ352146.1,2.7580156
JQ352147.1,2.7473874
JQ352148.1,2.7545035
JQ352149.1,2.7547696
JQ352150.1,2.750254
JQ352151.1,2.750276
JQ352152.1,2.7538486
JQ352153.1,2.7580843
JQ352155.1,2.7393596
JQ352156.1,2.755168
JQ352157.1,2.7387
JQ352158.1,2.748068
JQ352159.1,2.741638
JQ352160.1,2.752285
JQ352161.1,2.739569
JQ352162.1,2.7396262
JQ352163.1,2.749447
JQ352164.1,2.760369
JQ352165.1,2.760873
JQ352166.1,2.7420697
JQ352167.1,2.7456279
JQ352168.1,2.741496
JQ352169.1,2.745641
JQ352170.1,2.7472954
JQ352172.1,2.750481
JQ352173.1,2.7453709
JQ352174.1,2.7496836
JQ352175.1,2.7531557
JQ352176.1,2.7520475
JQ352177.1,2.7556515
JQ352178.1,2.7491965
JQ352179.1,2.7449517
JQ352180.1,2.7555356
JQ352181.1,2.7351444
JQ352183.1,2.7521305
JQ352184.1,2.7554994
JQ352185.1,2.7582262
JQ352186.1,2.6482017
JQ352188.1,2.647184
JQ352189.1,2.6379273
JQ352191.1,2.642279
JQ352193.1,2.633165
JQ352194.1,2.6429398
JQ352195.1,2.6342428
JQ352196.1,2.6411862
JQ352198.1,2.6386986
JQ352199.1,2.6491666
JQ352200.1,2.637044
JQ352201.1,3.771229
JQ352202.1,3.7511415
JQ352203.1,3.7207189
JQ352204.1,3.7278006
JQ352206.1,3.7482653
JQ352208.1,3.7554593
JQ352210.1,3.722152
JQ352211.1,3.7367566
JQ352218.1,3.7393405
JQ352219.1,3.7251272
JQ352220.1,3.7291522
JQ352222.1,3.7095714
JQ352223.1,3.722608
JQ352231.1,3.7360282
JQ352232.1,3.7484682
JQ352235.1,3.7297075
JQ352236.1,3.7196698
JQ352245.1,3.7107859
JQ352247.1,3.7086163
JQ352248.1,3.723062
JQ352249.1,3.7569034
JQ352250.1,3.7551804
JQ352251.1,3.731687
JQ352252.1,3.7521412
JQ352253.1,3.739514
JQ352255.1,3.7448869
JQ352256.1,3.738997
JQ352257.1,3.7818866
JQ352258.1,3.7997787
JQ352259.1,3.7267659
JQ352260.1,3.7416866
JQ352261.1,3.7461848
JQ352263.1,3.7759178
JQ352264.1,3.7307749
JQ352265.1,3.724657
JQ352266.1,3.7845578
JQ352267.1,3.7405438
JQ352268.1,3.7590735
JQ352269.1,3.8056977
JQ352270.1,3.7496688
JQ352271.1,3.7334294
JQ352272.1,3.707722
JQ352274.1,3.7508533
JQ352275.1,3.7526517
JQ352279.1,3.7443962
JQ352281.1,3.7269235
JQ352282.1,3.7416048
JQ352283.1,3.7466564
JQ352285.1,3.7508724
JQ352286.1,3.508391
JQ352297.1,3.5061502
JQ352299.1,3.5435388
JQ352300.1,3.529284
JQ359758.1,3.4210906
JQ359759.1,3.9643111
JQ730035.1,3.1661203
JQ895543.1,3.7353194
JQ895544.1,3.736915
JQ895545.1,3.7403255
JQ895546.1,3.7407255
JQ895547.1,3.748429
JQ895548.1,3.737615
JQ895549.1,3.73212
JQ895550.1,3.730463
JQ895553.1,3.7141576
JQ895554.1,3.7273154
JQ895555.1,3.7488015
JQ956303.1,3.675933
JQ956304.1,3.680064
JQ956305.1,3.6604836
JQ956306.1,3.6714287
JQ956307.1,3.662374
JQ956310.1,3.6595428
JQ956311.1,3.663131
JQ956312.1,3.6721985
JQ956313.1,3.667521
JQ956314.1,3.6201394
JQ956316.1,3.6782408
JQ956317.1,3.6617038
JQ956318.1,3.6757443
JQ956320.1,3.6710558
JQ956321.1,3.7121017
JQ956322.1,3.660532
JQ956323.1,3.6768637
JQ956324.1,3.6893876
JQ956325.1,3.6702857
JQ956326.1,3.6659648
JQ956327.1,3.1190305
JQ956328.1,3.1303098
JQ956329.1,3.1283689
JQ956330.1,3.118147
JQ956332.1,3.1231854
JQ956335.1,3.1270845
JQ956337.1,3.1297214
JQ956339.1,3.125957
JQ956340.1,3.1323147
JQ956341.1,3.125002
JQ956343.1,3.1267247
JQ956344.1,3.138878
JQ956345.1,3.1408713
JQ956346.1,3.1225202
JQ956348.1,3.132674
JQ956349.1,3.1567621
JQ956350.1,3.1312945
JQ956360.1,3.783897
JQ956362.1,3.7692611
JQ956369.1,3.77723
JQ956373.1,3.781
JQ956374.1,3.7725775
JX040502.1,3.7254484
JX142173.1,3.145816
JX392950.1,3.7411504
JX392951.1,3.726764
JX392952.1,3.7097268
JX392953.1,3.742629
JX392954.1,3.735029
JX392955.1,3.7440226
JX392956.1,3.7151544
JX392958.1,3.7606502
JX392959.1,3.7338011
JX392960.1,3.7390513
JX392961.1,3.7765722
JX392962.1,3.7641993
JX392963.1,3.7460406
JX392964.1,3.7397094
JX392965.1,3.7401693
JX392966.1,3.7465074
JX392967.1,3.7280123
JX392968.1,3.7294502
JX392969.1,3.729783
JX392970.1,3.7258143
JX392971.1,3.7308686
JX392972.1,3.78154
JX392973.1,3.7165046
JX392974.1,3.763344
JX392975.1,3.7352726
JX392976.1,3.7263074
JX392977.1,3.7475605
JX392978.1,3.7381086
JX392979.1,3.7565358
JX392980.1,3.7338412
JX905315.1,2.6130776
JX905316.1,2.6247222
JX905317.1,2.6123517
JX905318.1,2.6076522
KC140231.1,3.6779168
KC626072.1,3.4378703
KC693013.1,3.6714795
KC693014.1,3.6805592
KC693015.1,3.6789007
KC693017.1,3.5208428
KC693018.1,3.5311341
KC693019.1,3.520776
KC748308.1,3.5606985
KC748309.1,3.5489182
KC748310.1,3.5605865
KC748311.1,3.549998
KC748312.1,3.542515
KC748314.1,3.5922112
KC748316.1,3.5552652
KC748317.1,3.5769327
KC748318.1,3.5849707
KC748319.1,3.5187275
KC748321.1,3.5783143
KC748323.1,3.535127
KC748325.1,3.5486593
KC748326.1,3.5335069
KC748327.1,3.555087
KC748328.1,3.556452
KC748329.1,3.5168128
KC748330.1,3.5405247
KC748332.1,3.5494242
KC748333.1,3.5489783
KC748334.1,3.5731878
KC748336.1,3.5513718
KC748337.1,3.5595462
KC748338.1,3.5285234
KC748339.1,3.5448632
KC748340.1,3.5474813
KC817470.1,3.7073307
KC817471.1,3.6982436
KC817472.1,3.7071977
KC817473.1,3.7051046
KC881056.1,3.7689166
KF008267.1,2.939268
KF008283.1,2.9610271
KF008316.1,2.9404633
KF008336.1,2.958584
KF008344.1,2.9578235
KF008350.1,3.4621315
KF008367.1,3.524108
KF008392.1,3.505805
KF130948.1,3.5283785
KF130950.1,3.5078354
KF130952.1,3.2407877
KF130953.1,3.2711782
KF130954.1,3.4014795
KF130956.1,3.4725084
KF130959.1,3.3773627
KF130960.1,3.7044716
KF146797.1,2.8413322
KF146798.1,2.9232812
KF146799.1,2.8374312
KF146800.1,2.8398125
KF146801.1,2.8464024
KF146802.1,2.8498738
KF146803.1,2.8525586
KF146804.1,2.829792
KF146805.1,2.8404214
KF146806.1,2.820651
KF146807.1,2.8471634
KF146808.1,3.944881
KF146809.1,3.896392
KF146810.1,3.9095285
KF146813.1,3.8961663
KF146814.1,3.9184127
KF146816.1,3.906473
KF146817.1,3.9039268
KF146818.1,3.9244862
KF498959.1,3.1723976
KF588390.1,2.6107292
KF588391.1,2.6131706
KF588392.1,2.6091003
KF588393.1,2.6074731
KF588394.1,2.6106415
KF588395.1,2.606695
KF588396.1,2.6077108
KF588397.1,2.6117206
KF588398.1,2.6363225
KF588399.1,2.6416898
KF588400.1,2.6454697
KF588401.1,2.640472
KF588402.1,2.6391659
KF588403.1,2.6400535
KF588404.1,2.642437
KF588405.1,2.6450434
KF588406.1,3.13586
KF588407.1,3.1355
KF588408.1,3.1304882
KF588409.1,3.1751363
KF588410.1,3.1290646
KF588411.1,3.1203237
KF588412.1,3.1428099
KF588413.1,3.1261551
KF588414.1,3.123707
KF588415.1,3.124104
KF588416.1,3.1313057
KF588418.1,3.7894158
KF588419.1,3.7807403
KF588421.1,3.78147
KF588423.1,3.7737086
KF588425.1,3.7791283
KF588427.1,3.7706993
KF588428.1,3.7940733
KF588430.1,3.5454512
KF588431.1,3.5622344
KF588433.1,3.5692017
KF588434.1,3.540808
KF588435.1,3.5636213
KF588436.1,3.5676868
KF588438.1,3.542789
KF588442.1,3.5479875
KF588443.1,3.5380754
KF588444.1,3.5478873
KF588445.1,3.5393124
KF588446.1,3.548924
KF588447.1,3.545111
KF588448.1,3.5383346
KF588449.1,3.5497034
KF588450.1,3.9650145
KF588451.1,3.9653263
KF588454.1,3.962504
KF588455.1,3.9758234
KF588457.1,3.9774764
KF588466.1,3.967753
KF588470.1,3.661864
KF588471.1,3.659825
KF588472.1,3.6823187
KF588473.1,3.6758416
KF588474.1,3.694027
KF588475.1,3.6819003
KF588476.1,3.6790326
KF588478.1,3.583565
